mass=7.6936e+01 ksfail=1.0000e+00
comp0	3.1124944033568393e-02
comp1	3.2637814086837788e-02
comp2	3.2138802617961496e-02
comp3	3.1511496477579906e-02
comp4	3.1209606424871909e-02
comp5	2.9546046718345643e-02
comp6	2.8096952230073968e-02
comp7	3.1079449870980946e-02
comp8	3.3281701924616283e-02
comp9	3.3385517969951331e-02
comp10	3.1814236430187826e-02
comp11	2.9230901136106532e-02
comp12	2.6048059439662503e-02
comp13	3.1030560350111761e-02
comp14	3.4896039187086988e-02
comp15	3.5773844736763170e-02
comp16	3.3484705121155089e-02
comp17	2.9658156300005008e-02
comp18	3.0614735599505293e-02
comp19	2.5384606849614088e-02
comp20	2.8411404327758853e-02
comp21	3.1336247750134369e-02
comp22	3.1356352550989647e-02
comp23	2.8684429725747029e-02
comp24	3.0957505179397344e-02
comp25	3.0356290434259685e-02
comp26	2.2115733071055573e-02
comp27	2.7635090814906754e-02
comp28	3.1898978920623045e-02
comp29	3.1635222867457492e-02
comp30	2.7827542691262436e-02
comp31	2.2261390533565448e-02
comp32	3.2637711426793711e-02
comp33	3.5753604859948648e-02
comp34	3.6333420889923695e-02
comp35	3.4124663683707909e-02
comp36	3.0390862207909285e-02
comp37	3.0236792035267458e-02
comp38	2.8982641559229638e-02
comp39	3.1149798350261441e-02
comp40	3.3876868155149932e-02
comp41	3.4351340153033899e-02
comp42	3.2991325438906684e-02
comp43	2.9842276675444049e-02
comp44	2.7661908044140950e-02
comp45	3.4571595030512201e-02
comp46	3.9086861742116320e-02
comp47	3.9995663621290083e-02
comp48	3.7384443277698909e-02
comp49	3.2713447977474761e-02
comp50	2.5388126487300405e-02
comp51	2.7100535848151811e-02
comp52	3.3189449286228190e-02
comp53	3.6140133180446114e-02
comp54	3.5833016784155944e-02
comp55	3.2305228090137902e-02
comp56	2.6369829431614537e-02
comp57	2.0214089402928050e-02
comp58	2.7477389502103839e-02
comp59	3.3062336446037191e-02
comp60	3.6717184740932031e-02
comp61	3.6179336689302573e-02
comp62	3.1257526105429652e-02
comp63	2.2277350762165578e-02
comp64	3.2138600889939702e-02
comp65	3.6333429574170982e-02
comp66	3.7153861768223113e-02
comp67	3.5735724115799825e-02
comp68	3.0707959009579136e-02
comp69	3.3227651387946686e-02
comp70	3.4246948484696546e-02
comp71	3.2953440716806844e-02
comp72	3.0777469063761467e-02
comp73	3.2342690998881832e-02
comp74	3.1501001406262052e-02
comp75	2.8498234095536378e-02
comp76	2.8908959796343333e-02
comp77	3.5895727789147833e-02
comp78	4.0203094762704013e-02
comp79	4.0809753740099861e-02
comp80	3.8358645318630820e-02
comp81	3.3532177800264094e-02
comp82	2.5027976114352257e-02
comp83	2.9828445949161654e-02
comp84	3.5765886930996395e-02
comp85	3.8089683850395788e-02
comp86	3.7490133965056481e-02
comp87	3.3750142142295346e-02
comp88	2.6196475863383341e-02
comp89	2.2539651413853067e-02
comp90	3.1648764650993692e-02
comp91	3.6396530660355045e-02
comp92	3.8573555094300480e-02
comp93	3.8035072907099857e-02
comp94	3.3054745871816768e-02
comp95	2.3364734472604780e-02
comp96	3.1511323355768013e-02
comp97	3.4124521336297044e-02
comp98	3.5735772335158178e-02
comp99	3.3956422006263802e-02
comp100	3.4925019189389797e-02
comp101	3.9154808565397582e-02
comp102	4.0822292428807055e-02
comp103	4.0381559886611282e-02
comp104	3.7422801526439710e-02
comp105	3.2081506016335318e-02
comp106	2.6864980648561236e-02
comp107	2.5242526718434001e-02
comp108	2.9072542749175815e-02
comp109	3.5578473731246139e-02
comp110	3.9605464169012304e-02
comp111	3.9805279384122268e-02
comp112	3.7316714162147074e-02
comp113	3.2428123854682314e-02
comp114	2.3197143525145906e-02
comp115	3.1297861422320231e-02
comp116	3.6658246484056543e-02
comp117	3.8488785646577629e-02
comp118	3.7681682830470631e-02
comp119	3.3565710028157232e-02
comp120	2.4471766361612760e-02
comp121	2.6919687564546321e-02
comp122	3.4762806154787336e-02
comp123	3.8641250252808977e-02
comp124	3.9608880405528665e-02
comp125	3.8690225963947382e-02
comp126	3.3926303583960621e-02
comp127	2.4333608095781351e-02
comp128	3.1209460708081935e-02
comp129	3.0390723871856862e-02
comp130	3.0707955631503633e-02
comp131	3.4924910940056002e-02
comp132	4.0979281346141080e-02
comp133	4.4933078348189631e-02
comp134	4.6542347032160029e-02
comp135	4.5885426783818406e-02
comp136	4.2451302731956492e-02
comp137	3.6267762613486694e-02
comp138	2.9020891262030640e-02
comp139	2.5333286154055393e-02
comp140	2.7979869632945454e-02
comp141	3.3807545934094664e-02
comp142	3.7219495611450971e-02
comp143	3.6776108205846571e-02
comp144	3.4160526846517734e-02
comp145	2.9388909907494924e-02
comp146	2.1584257506711384e-02
comp147	3.0869248266840787e-02
comp148	3.5746406874113464e-02
comp149	3.7160457217863867e-02
comp150	3.6080582638410290e-02
comp151	3.1552652223286223e-02
comp152	2.0973104981007750e-02
comp153	3.0719355387275875e-02
comp154	3.7582301565002328e-02
comp155	4.0729867179824221e-02
comp156	4.1128022557575028e-02
comp157	3.9477403906388632e-02
comp158	3.4629563767186497e-02
comp159	2.5384151042870898e-02
comp160	2.9546004482724868e-02
comp161	3.0236521230344406e-02
comp162	3.3227441074189672e-02
comp163	3.9154829241764708e-02
comp164	4.4933091634898309e-02
comp165	4.8720772471262830e-02
comp166	5.0020921290492543e-02
comp167	4.8960927775769554e-02
comp168	4.4937535086272885e-02
comp169	3.8058113002369373e-02
comp170	2.9451738138432496e-02
comp171	2.4663483336327143e-02
comp172	2.5296464003063790e-02
comp173	3.0072639025429383e-02
comp174	3.2860653501502024e-02
comp175	3.2017332320774625e-02
comp176	2.9461891854844713e-02
comp177	2.5150514970127495e-02
comp178	2.1599669876942812e-02
comp179	2.9242717213780529e-02
comp180	3.3494071783720644e-02
comp181	3.4282808085277290e-02
comp182	3.2697551636879402e-02
comp183	2.7968157495049609e-02
comp184	1.7952536020987467e-02
comp185	2.9632111507917874e-02
comp186	3.5976084518713966e-02
comp187	3.8832367171041833e-02
comp188	3.9169257728630801e-02
comp189	3.7478383416036605e-02
comp190	3.3094896319504512e-02
comp191	2.5375931216681056e-02
comp192	2.8096570468058694e-02
comp193	2.8982611224101062e-02
comp194	3.4245922370860632e-02
comp195	4.0822314842610875e-02
comp196	4.6542325437014455e-02
comp197	5.0020913650284708e-02
comp198	5.1005731843163281e-02
comp199	4.9638119683676381e-02
comp200	4.5109418798064099e-02
comp201	3.7748934992883412e-02
comp202	2.7722215180612415e-02
comp203	3.0708635730134697e-02
comp204	3.2162096638510607e-02
comp205	3.1695090361213991e-02
comp206	2.8385512423181700e-02
comp207	2.4969251531366150e-02
comp208	2.3807729711815488e-02
comp209	2.1242477020100754e-02
comp210	2.0772506684303964e-02
comp211	2.6731874208346374e-02
comp212	3.0292770601503167e-02
comp213	3.0338815347828951e-02
comp214	2.8102570870216538e-02
comp215	2.2824852096050372e-02
comp216	1.9876006773993343e-02
comp217	2.9043763211905042e-02
comp218	3.4555098432891049e-02
comp219	3.6773856839263479e-02
comp220	3.6574558580298636e-02
comp221	3.4162984460510269e-02
comp222	2.8852340690326397e-02
comp223	2.0599673022964237e-02
comp224	3.1079327648884641e-02
comp225	3.1149700894327285e-02
comp226	3.2951639846699333e-02
comp227	4.0381232397415347e-02
comp228	4.5885439659117802e-02
comp229	4.8960951169109965e-02
comp230	4.9638061119177221e-02
comp231	4.7741055894384175e-02
comp232	4.2774751461358784e-02
comp233	3.3135407346068055e-02
comp234	3.4810833043721297e-02
comp235	3.7841748436643216e-02
comp236	3.8526668226173455e-02
comp237	3.7201129037555285e-02
comp238	3.3120640328280555e-02
comp239	2.7047616184428337e-02
comp240	2.1605983368850272e-02
comp241	1.9925016454785990e-02
comp242	2.0199185847886540e-02
comp243	2.2613801809408248e-02
comp244	2.5700758881586711e-02
comp245	2.5347397448810600e-02
comp246	2.2526084437708500e-02
comp247	1.6850880884738725e-02
comp248	2.0224516425003131e-02
comp249	2.8055185209284850e-02
comp250	3.2969543216436088e-02
comp251	3.4623829363165680e-02
comp252	3.3922192647034270e-02
comp253	3.1101973915150995e-02
comp254	2.5802517744795916e-02
comp255	1.8297585767744814e-02
comp256	3.3281622653152633e-02
comp257	3.3877007642023123e-02
comp258	3.0777356781607219e-02
comp259	3.7421820279102375e-02
comp260	4.2451395285707474e-02
comp261	4.4938007057780997e-02
comp262	4.5109662333955421e-02
comp263	4.2774834554869468e-02
comp264	3.5160261021569376e-02
comp265	3.7842164835730267e-02
comp266	4.3097582274290287e-02
comp267	4.4329555485224978e-02
comp268	4.3765179873458696e-02
comp269	4.0980048998053145e-02
comp270	3.5691699991786466e-02
comp271	2.8176443071052382e-02
comp272	2.0403286060400462e-02
comp273	2.4177801437592742e-02
comp274	2.6443554923505821e-02
comp275	2.7491728300678663e-02
comp276	2.5810300023389604e-02
comp277	1.9457052363999871e-02
comp278	1.6414301340725183e-02
comp279	2.1655540118072431e-02
comp280	1.9088652752890005e-02
comp281	2.6664790440362417e-02
comp282	3.1141616881695509e-02
comp283	3.2149858188698276e-02
comp284	3.0815505114052139e-02
comp285	2.7486908324107655e-02
comp286	2.1936380476840579e-02
comp287	1.5134045182714851e-02
comp288	3.3385415293309954e-02
comp289	3.4351533514596924e-02
comp290	3.2342803363627208e-02
comp291	3.2080562918037625e-02
comp292	3.6268183156279700e-02
comp293	3.8059013657982227e-02
comp294	3.7749934118180013e-02
comp295	3.3135507496464982e-02
comp296	3.7841638299361130e-02
comp297	4.5303374174789898e-02
comp298	4.8174403322248267e-02
comp299	4.8887505176090168e-02
comp300	4.7205704690856706e-02
comp301	4.3060590725180321e-02
comp302	3.6676329436443653e-02
comp303	2.7203659791965176e-02
comp304	2.5576255945160192e-02
comp305	2.9625950086677854e-02
comp306	3.1655229660493361e-02
comp307	3.2063019572539861e-02
comp308	2.9300594167752200e-02
comp309	2.2649360018108741e-02
comp310	1.5751325626095523e-02
comp311	2.3057713815420482e-02
comp312	1.6889918756827479e-02
comp313	2.5109550516751282e-02
comp314	2.8794522151445325e-02
comp315	2.8995191175568258e-02
comp316	2.7023558729084733e-02
comp317	2.3234622393104833e-02
comp318	1.7699507640616820e-02
comp319	1.0720052829299196e-02
comp320	3.1814746868233053e-02
comp321	3.2991260853695095e-02
comp322	3.1503091918116816e-02
comp323	2.6865839562767075e-02
comp324	2.9021646102239763e-02
comp325	2.9452831897610231e-02
comp326	2.7723615820637943e-02
comp327	3.4811952884606104e-02
comp328	4.3097741389528051e-02
comp329	4.8174129084434671e-02
comp330	5.0655034145300405e-02
comp331	5.0567828249775425e-02
comp332	4.8043586791796697e-02
comp333	4.2731912128544609e-02
comp334	3.4678079583407316e-02
comp335	2.5175440095452948e-02
comp336	3.1996166028919623e-02
comp337	3.5069978363397952e-02
comp338	3.6156772878810021e-02
comp339	3.5295336723608621e-02
comp340	3.1445052104242061e-02
comp341	2.4803174233305421e-02
comp342	1.5259752701761503e-02
comp343	2.1911173457587495e-02
comp344	1.4504845554604899e-02
comp345	2.2669086492566156e-02
comp346	2.5104161682273952e-02
comp347	2.4720250136616932e-02
comp348	2.2251995803619206e-02
comp349	1.8087046158708622e-02
comp350	1.3228357954935223e-02
comp351	1.0000000000000000e-02
comp352	2.9231230565870302e-02
comp353	2.9842986663768164e-02
comp354	2.8499272948411442e-02
comp355	2.5244044519757480e-02
comp356	2.5334661933703484e-02
comp357	2.4664561201651045e-02
comp358	3.0711429100489972e-02
comp359	3.7842684860698209e-02
comp360	4.4329139198862666e-02
comp361	4.8886773148672236e-02
comp362	5.0567314031027995e-02
comp363	4.9871285764941112e-02
comp364	4.6133189156206574e-02
comp365	3.9391203852004390e-02
comp366	2.7664944718762557e-02
comp367	3.4671072805336961e-02
comp368	3.8560134674720775e-02
comp369	4.0235748611571649e-02
comp370	4.0015694260824582e-02
comp371	3.7691554302116036e-02
comp372	3.2913073203655233e-02
comp373	2.5962864705590595e-02
comp374	1.5571080706845751e-02
comp375	1.5762585397315225e-02
comp376	1.8564416248955929e-02
comp377	1.9481723443703067e-02
comp378	1.8276791093556378e-02
comp379	1.8942725205124428e-02
comp380	1.6194258405553000e-02
comp381	1.2552673303122746e-02
comp382	1.0000000000000000e-02
comp383	1.0000000000000000e-02
comp384	2.6048050611169007e-02
comp385	2.7665556917564733e-02
comp386	2.8912611000851268e-02
comp387	2.9076448773147599e-02
comp388	2.7981279229038838e-02
comp389	2.5297293069611898e-02
comp390	3.2160414848022650e-02
comp391	3.8526977168917231e-02
comp392	4.3764665789444143e-02
comp393	4.7204634666487839e-02
comp394	4.8042567499629492e-02
comp395	4.6132881988077322e-02
comp396	4.1097097502722620e-02
comp397	3.0459303807654201e-02
comp398	3.6392650232616584e-02
comp399	4.2592069877120144e-02
comp400	4.4813623329685533e-02
comp401	4.5020580949645048e-02
comp402	4.3352977036616676e-02
comp403	3.9588660766339032e-02
comp404	3.3602989855022886e-02
comp405	2.5794916068942620e-02
comp406	1.6282751941987174e-02
comp407	2.1614837068309613e-02
comp408	2.4050705983285466e-02
comp409	2.4855459782369971e-02
comp410	2.3081297921546503e-02
comp411	1.7185929708364016e-02
comp412	1.0266115065469610e-02
comp413	1.4023118261368048e-02
comp414	1.0550776648155943e-02
comp415	1.0000000000000000e-02
comp416	3.1025205982164589e-02
comp417	3.4573299755738487e-02
comp418	3.5895730482564232e-02
comp419	3.5582892394213930e-02
comp420	3.3809448597425511e-02
comp421	3.0074651232627442e-02
comp422	3.1694012126921280e-02
comp423	3.7202264170266473e-02
comp424	4.0977904594745027e-02
comp425	4.3059363224836326e-02
comp426	4.2729356244695878e-02
comp427	3.9393022427951160e-02
comp428	3.0465624485701177e-02
comp429	3.6477785847246057e-02
comp430	4.4009196533466868e-02
comp431	4.7676045050281335e-02
comp432	4.8994963785055169e-02
comp433	4.8229524503326564e-02
comp434	4.5436888341826034e-02
comp435	4.0314326075717909e-02
comp436	3.3180855732227163e-02
comp437	2.2370845898241305e-02
comp438	2.2444878793513885e-02
comp439	2.6364673669695096e-02
comp440	2.7879603530694994e-02
comp441	2.7682104643844525e-02
comp442	2.4408323866386927e-02
comp443	1.7758390601362539e-02
comp444	1.0217491115159721e-02
comp445	1.3691801216197706e-02
comp446	1.0588174403819999e-02
comp447	1.0000000000000000e-02
comp448	3.4891951117450297e-02
comp449	3.9086426975628301e-02
comp450	4.0204845053897362e-02
comp451	3.9607010376730617e-02
comp452	3.7220595230862887e-02
comp453	3.2862602289777353e-02
comp454	2.8384857092561430e-02
comp455	3.3120528285170349e-02
comp456	3.5692767185980079e-02
comp457	3.6677910600005519e-02
comp458	3.4684109250135015e-02
comp459	2.7676545787385903e-02
comp460	3.6383956638979566e-02
comp461	4.4002807246339606e-02
comp462	4.8192127487034664e-02
comp463	5.0430640634429105e-02
comp464	5.0555003640193760e-02
comp465	4.8845838524931420e-02
comp466	4.5028826391627703e-02
comp467	3.8726821737394009e-02
comp468	2.9163353683502761e-02
comp469	2.1723776732241049e-02
comp470	2.8071557010852559e-02
comp471	3.0108028234393024e-02
comp472	3.0283988458445942e-02
comp473	2.8572124034936159e-02
comp474	2.4411381446705370e-02
comp475	1.7135772722573505e-02
comp476	1.0000000000000000e-02
comp477	1.0234519049254223e-02
comp478	1.0484421089872966e-02
comp479	1.0000000000000000e-02
comp480	3.5771824826167545e-02
comp481	3.9995838780881400e-02
comp482	4.0809929226612036e-02
comp483	3.9805424599060772e-02
comp484	3.6777322538018797e-02
comp485	3.2015526000125395e-02
comp486	2.4970912542766871e-02
comp487	2.7046496110392483e-02
comp488	2.8179326391547199e-02
comp489	2.7206798885157642e-02
comp490	2.5180993205857757e-02
comp491	3.4674158216734592e-02
comp492	4.2600838441648844e-02
comp493	4.7662501763784046e-02
comp494	5.0425778351882063e-02
comp495	5.1180014152938207e-02
comp496	4.9993187108996986e-02
comp497	4.6694046276814935e-02
comp498	4.1134871725200979e-02
comp499	3.2955538894124496e-02
comp500	2.1299781635060716e-02
comp501	3.0039518386361059e-02
comp502	3.2561692380249460e-02
comp503	3.2963043739479767e-02
comp504	3.1474309569524135e-02
comp505	2.8236937996482900e-02
comp506	2.3151282592508312e-02
comp507	1.4164642165969511e-02
comp508	1.1993217060599821e-02
comp509	1.2588866871986987e-02
comp510	1.1887738256623788e-02
comp511	1.0000000000000000e-02
comp512	3.3483595067400312e-02
comp513	3.7385616267229124e-02
comp514	3.8357802782572205e-02
comp515	3.7316755014847172e-02
comp516	3.4165541985100294e-02
comp517	2.9462909539178107e-02
comp518	2.3808026293396227e-02
comp519	2.1609004852432473e-02
comp520	2.0405259038628706e-02
comp521	2.5575179524574238e-02
comp522	3.1996874482721802e-02
comp523	3.8558603563115967e-02
comp524	4.4818690736634206e-02
comp525	4.8990253225510136e-02
comp526	5.0547418935048133e-02
comp527	4.9989804017321324e-02
comp528	4.7766371384921999e-02
comp529	4.2362296091447010e-02
comp530	3.4652065165841572e-02
comp531	2.2055477931738815e-02
comp532	3.1689527765044134e-02
comp533	3.5477964282199161e-02
comp534	3.6550571490170700e-02
comp535	3.5181816115754980e-02
comp536	3.1582653150808188e-02
comp537	2.6838205974026984e-02
comp538	1.8242834914903742e-02
comp539	1.8189651168937861e-02
comp540	2.1725069619272525e-02
comp541	2.2402085624328830e-02
comp542	2.1937561228897277e-02
comp543	1.7484147399547394e-02
comp544	2.9658328337070623e-02
comp545	3.2713266746738787e-02
comp546	3.3531758887082992e-02
comp547	3.2425987147324323e-02
comp548	2.9386502580470934e-02
comp549	2.5150848093561291e-02
comp550	2.1243482448092824e-02
comp551	1.9924428148378061e-02
comp552	2.4179141614724498e-02
comp553	2.9630598703686065e-02
comp554	3.5071544272874719e-02
comp555	4.0237586298745957e-02
comp556	4.5023405053104211e-02
comp557	4.8228130819964042e-02
comp558	4.8836942661722456e-02
comp559	4.6693099048540868e-02
comp560	4.2359467549667781e-02
comp561	3.5484819148194062e-02
comp562	2.3334763389106606e-02
comp563	3.1953291730146993e-02
comp564	3.7834168631307993e-02
comp565	3.9482331753471218e-02
comp566	3.9085288784408145e-02
comp567	3.6171780733287584e-02
comp568	3.0868747399013775e-02
comp569	2.2085866468931275e-02
comp570	1.9850115444746110e-02
comp571	2.7415312465735454e-02
comp572	2.9362997579870199e-02
comp573	2.9572785417146849e-02
comp574	2.7633874702296564e-02
comp575	2.0501263624805959e-02
comp576	3.0618321632794473e-02
comp577	2.5387442376764109e-02
comp578	2.5026322982915763e-02
comp579	2.3197711087744603e-02
comp580	2.1590351996331858e-02
comp581	2.1601173194285096e-02
comp582	2.0775027913706470e-02
comp583	2.0193421217032995e-02
comp584	2.6439925797509225e-02
comp585	3.1652017900954864e-02
comp586	3.6158352443735067e-02
comp587	4.0016264062545881e-02
comp588	4.3357260356400626e-02
comp589	4.5438287152318554e-02
comp590	4.5020805163894090e-02
comp591	4.1132429410925819e-02
comp592	3.4650400738244581e-02
comp593	2.3333293791430416e-02
comp594	3.1789001841970692e-02
comp595	3.8112727657499450e-02
comp596	4.0664627846080353e-02
comp597	4.1066408874902052e-02
comp598	3.9383293876744843e-02
comp599	3.5152912043553530e-02
comp600	2.7188770242727693e-02
comp601	1.8334761915505825e-02
comp602	2.8523060126705149e-02
comp603	3.2619923095188887e-02
comp604	3.4132083212186096e-02
comp605	3.3762703158866210e-02
comp606	3.0498412256674389e-02
comp607	2.2610616961424333e-02
comp608	2.5389836033216057e-02
comp609	2.7099377669743366e-02
comp610	2.9826381529153814e-02
comp611	3.1295607567345320e-02
comp612	3.0864130614709284e-02
comp613	2.9237585712744721e-02
comp614	2.6736069476513646e-02
comp615	2.2622963154330607e-02
comp616	2.7485538665526988e-02
comp617	3.2059432051797981e-02
comp618	3.5301632079628970e-02
comp619	3.7685390235412321e-02
comp620	3.9584272325088057e-02
comp621	4.0312979306076503e-02
comp622	3.8724645542200620e-02
comp623	3.2955145846619904e-02
comp624	2.2046764130115727e-02
